genes	logFC.stage8.IIvsI	logFC.stage8.IIIvsI	logFC.stage8.IIIvsII	logCPM	F	PValue	FDR	maxFC	DE
ENSMUSG00000038721	Hoxb7	-1.94274445474926	-2.025578279742	-0.0828338249927428	5.15076460089454	54.0070023292005	2.759360856651e-13	5.53582975061323e-09	-2.025578279742	1
ENSMUSG00000022197	Pdzd2	2.14318175001688	2.43959989621447	0.296418146197583	3.72029348389339	39.0108458406665	3.00142861030106e-11	3.01073303899299e-07	2.43959989621447	1
ENSMUSG00000022108	Itm2b	0.82377782244766	0.633653433101708	-0.190124389345952	7.32417579682685	35.7990206073051	1.06489574181065e-10	6.62930440181023e-07	0.82377782244766	1
ENSMUSG00000000690	Hoxb6	-1.27291235744022	-1.90889775271256	-0.635985395272339	3.73822329151885	35.3049588160759	1.32176341377933e-10	6.62930440181023e-07	-1.90889775271256	1
ENSMUSG00000040972	Igsf21	-1.43324109061515	-3.90138217092998	-2.46814108031484	1.71093141975867	30.7271347513994	1.06534433437871e-09	4.21482652121301e-06	-3.90138217092998	1
ENSMUSG00000027985	Lef1	-0.915676420251	-0.998852429238362	-0.0831760089873627	6.16416279920808	30.7030184077485	1.26054028149128e-09	4.21482652121301e-06	-0.998852429238362	1
ENSMUSG00000021215	Net1	0.716491669041697	1.14909847816738	0.432606809125685	5.26138395209227	28.9473043151	2.50732560266479e-09	6.91638506289679e-06	1.14909847816738	1
ENSMUSG00000019841	Rev3l	0.861013101948891	1.22378387013245	0.362770768183564	6.09622754665184	29.3969808197189	2.82177538105741e-09	6.91638506289679e-06	1.22378387013245	1
ENSMUSG00000033419	Snap91	-2.7893100391574	-4.53004220602705	-1.74073216686965	2.19380839224463	30.137265286229	3.10275473861385e-09	6.91638506289679e-06	-4.53004220602705	1
ENSMUSG00000022257	Laptm4b	-0.570680026751735	-1.30760454328963	-0.73692451653789	7.77146804177655	30.6649303889362	3.65043629704382e-09	7.3235052991293e-06	-1.30760454328963	1
ENSMUSG00000051379	Flrt3	1.10733265989734	1.26071322775213	0.153380567854791	6.12955151853246	28.3452763793425	6.35447804703621e-09	1.13337834164576e-05	1.26071322775213	1
ENSMUSG00000085645	Hoxb5os	-1.05757389410275	-1.61624332087827	-0.55866942677552	7.48200558349636	30.000613268909	6.77925436135438e-09	1.13337834164576e-05	-1.61624332087827	1
ENSMUSG00000070327	Rnf213	-1.0903553203792	-1.95791354973283	-0.867558229353631	3.58101332174932	26.6643778308833	8.32348458835284e-09	1.28450575239642e-05	-1.95791354973283	1
ENSMUSG00000032000	Birc3	3.77084599176025	2.92840061962396	-0.842445372136294	1.3218556078967	26.3352299399696	9.25718457318973e-09	1.32655454933809e-05	3.77084599176025	1
ENSMUSG00000030287	Itpr2	1.49904168425866	1.85980265193408	0.360760967675419	3.39688258488172	25.6043331548859	1.34936746173416e-08	1.80473400115405e-05	1.85980265193408	1
ENSMUSG00000051323	Pcdh19	-2.01250514985744	-2.22069768215855	-0.208192532301118	5.10459735183842	28.3741761069766	1.44834853677206e-08	1.81604802154507e-05	-2.22069768215855	1
ENSMUSG00000003436	Dll3	-1.26479194066277	-1.75818136069035	-0.493389420027581	4.72540760032854	26.5093079382747	1.9110544665077e-08	2.25526910041632e-05	-1.75818136069035	1
ENSMUSG00000051154	Commd3	0.710218778158806	0.79762684564655	0.0874080674877436	6.75856580597197	24.3095356493856	2.66461849552484e-08	2.96986534762329e-05	0.79762684564655	1
ENSMUSG00000029413	Naaa	-0.583992912032228	-1.53245193461048	-0.948459022578249	4.6730483006206	24.0488778750429	4.04250929000511e-08	4.26846428295171e-05	-1.53245193461048	1
ENSMUSG00000056214	Pard6g	0.580657433332623	0.83695414772526	0.256296714392637	5.63579741056596	23.0755211702898	5.17850551102546e-08	5.19455887810964e-05	0.83695414772526	1
ENSMUSG00000028289	Epha7	2.12469904765	2.92429840624596	0.799599358595961	5.58373207000059	25.1665176661612	6.23597220817123e-08	5.8129160064734e-05	2.92429840624596	1
ENSMUSG00000036885	Arhgef26	0.781718075556868	1.45358433155832	0.671866256001456	3.56979539241906	22.6823957623509	6.42113493965882e-08	5.8129160064734e-05	1.45358433155832	1
ENSMUSG00000039419	Cntnap2	2.17103250669236	2.83946636406139	0.668433857369023	2.47951490068975	22.8482470707029	6.91193169565546e-08	5.8129160064734e-05	2.83946636406139	1
