genes	logFC.stage35.IIvsI	logFC.stage35.IIIvsI	logFC.stage35.IIIvsII	logCPM	F	PValue	FDR	maxFC	DE
ENSMUSG00000059182	Skap2	-0.486300559438627	-0.929023808078043	-0.442723248639416	6.93246537116459	59.9746247299466	1.41864044277069e-14	2.84607645628655e-10	-0.929023808078043	1
ENSMUSG00000022026	Olfm4	-3.0450212157937	-4.10032000831903	-1.05529879252533	1.65726381348892	56.3243583023337	4.59906017528294e-14	4.61331726182632e-10	-4.10032000831903	1
ENSMUSG00000040972	Igsf21	-3.05588608878062	-3.42396575308405	-0.368079664303429	1.71093141975867	50.2738516336064	3.63382396900887e-13	2.43005921554186e-09	-3.42396575308405	1
ENSMUSG00000056468	5730596B20Rik	-0.591208110114875	-1.16027236574148	-0.569064255626605	4.19823026321035	42.7563193196976	6.00114906151877e-12	3.00987631180474e-08	-1.16027236574148	1
ENSMUSG00000038192	Cer1	-3.32370204019995	-6.13555284983081	-2.81185080963086	5.65479735143233	48.3144988430528	1.20472684576196e-11	4.83384599593529e-08	-6.13555284983081	1
ENSMUSG00000011752	Pgam1	-0.361883338470583	-0.619614237921923	-0.257730899451339	9.0784665706865	39.3012613125736	2.41156459813119e-11	7.65084613026834e-08	-0.619614237921923	1
ENSMUSG00000030225	Dera	-0.0768653452798767	-0.518905967410712	-0.442040622130835	6.94324774268087	39.0555774918643	2.66952063163585e-11	7.65084613026834e-08	-0.518905967410712	0
ENSMUSG00000021493	Pdlim7	-0.108255204537194	-0.747977340878197	-0.639722136341003	7.27386907308492	36.0517107999626	9.54093469180085e-11	2.39262789733636e-07	-0.747977340878197	1
ENSMUSG00000031609	Sap30	-0.362668881199182	-0.654784713980457	-0.292115832781275	6.90983448526572	35.3251753454334	1.31008411379604e-10	2.92032305455291e-07	-0.654784713980457	1
ENSMUSG00000025066	Sfr1	-0.114828009094152	-0.420219203280619	-0.305391194186467	8.56760447915075	33.6591087443455	2.74905465328898e-10	5.51515344542836e-07	-0.420219203280619	0
ENSMUSG00000028496	Mllt3	-0.593524053241569	-0.577541599022295	0.015982454219274	6.95358234367654	32.8281818790462	4.00869822290638e-10	7.14294482958131e-07	-0.593524053241569	1
ENSMUSG00000101609	Kcnq1ot1	-0.893970512270619	0.180473663831871	1.07444417610249	7.00090540263063	33.7859215423729	4.27252207930295e-10	7.14294482958131e-07	1.07444417610249	1
ENSMUSG00000071708	Sms	-0.36536409069679	-0.517328637980349	-0.151964547283559	8.0215550090314	31.5835783473039	7.12264681937328e-10	1.01473201810361e-06	-0.517328637980349	0
ENSMUSG00000003436	Dll3	-1.28486334717525	-1.60927162124165	-0.324408274066393	4.72540760032854	33.9893770624742	7.15794221207708e-10	1.01473201810361e-06	-1.60927162124165	1
ENSMUSG00000027547	Sall4	-0.725586699189879	-0.825062906660396	-0.099476207470517	7.16580469100876	32.4258426677288	7.58697052714292e-10	1.01473201810361e-06	-0.825062906660396	1
ENSMUSG00000044224	Dnajc21	-0.424250488876819	-0.660215274195738	-0.235964785318919	5.97727648108053	31.0549740231469	9.12553270097116e-10	1.14422773154302e-06	-0.660215274195738	1
ENSMUSG00000022257	Laptm4b	-0.487487096804983	-1.11123234475005	-0.623745247945069	7.77146804177655	33.2738477031729	1.23231560416837e-09	1.45427739122505e-06	-1.11123234475005	1
ENSMUSG00000064181	Rab3ip	-0.752261963353238	-0.614906113185661	0.137355850167576	5.7012141356858	30.2818567593766	1.31647584913632e-09	1.4672854714096e-06	-0.752261963353238	1
ENSMUSG00000038936	Sccpdh	-0.211767016961083	-0.641336200364581	-0.429569183403498	6.52606963808897	30.0080215691878	1.50070333874671e-09	1.58458475694403e-06	-0.641336200364581	1
ENSMUSG00000032383	Ppib	-0.350447043795138	-0.775178223782279	-0.424731179987141	6.8317372032619	29.6402573304812	1.79107869064966e-09	1.79663103459067e-06	-0.775178223782279	1
ENSMUSG00000068220	Lgals1	1.05404349912461	1.00830244107988	-0.0457410580447281	6.02590331135515	30.1256288403359	2.99087877552583e-09	2.85728619021901e-06	1.05404349912461	1
ENSMUSG00000022332	Khdrbs3	-0.276266293318416	-0.798289094916212	-0.522022801597796	5.96291833703082	28.2135382495602	3.5964563452751e-09	3.27964123631405e-06	-0.798289094916212	1
ENSMUSG00000023169	Slc38a1	-0.646176508915308	-0.174611067439358	0.47156544147595	7.0280866826219	28.0593973857633	3.88191865405549e-09	3.38604574076788e-06	-0.646176508915308	1
ENSMUSG00000018973	Hoxb1	-1.47576539076742	-1.51363249297984	-0.0378671022124128	5.67494907146496	30.6074453599272	5.16061787013847e-09	4.31384648794658e-06	-1.51363249297984	1
ENSMUSG00000037211	Spry1	-1.3304916249306	-1.86019562181143	-0.529703996880828	4.19259997257879	29.3199293236661	5.93718765171737e-09	4.60354732917394e-06	-1.86019562181143	1
ENSMUSG00000057715	A830018L16Rik	-1.66653612290507	-2.31603695821138	-0.649500835306309	2.50846382641715	27.6178397611139	5.96611656656976e-09	4.60354732917394e-06	-2.31603695821138	1
ENSMUSG00000024966	Stip1	-0.359627248115373	-0.493021465305375	-0.133394217190002	8.72254568588452	26.8065509646751	7.2797935012779e-09	5.40915619343101e-06	-0.493021465305375	0
ENSMUSG00000034981	Parm1	2.13476597390001	2.71831622528175	0.583550251381737	3.31585050250412	28.8586531476268	8.20533176486995e-09	5.87912020952932e-06	2.71831622528175	1
ENSMUSG00000020733	Slc9a3r1	-0.926537695722578	-1.53046686042584	-0.603929164703262	7.30583691099401	29.6297653283485	8.58127292051407e-09	5.93646542521908e-06	-1.53046686042584	1
ENSMUSG00000036158	Prickle1	-0.48386327445737	-0.824280972585204	-0.340417698127835	5.95460800568024	26.1569742312998	1.01434567112313e-08	6.78326761802408e-06	-0.824280972585204	1
ENSMUSG00000026418	Tnni1	-0.68683039035288	-1.37908755971769	-0.692257169364812	4.82337022670398	27.2271942628084	1.1192062200695e-08	6.94501398936402e-06	-1.37908755971769	1
ENSMUSG00000005103	Wdr1	-0.32730017174873	-0.800281343143979	-0.472981171395249	7.34142624185973	26.5864825336504	1.13228819517521e-08	6.94501398936402e-06	-0.800281343143979	1
ENSMUSG00000004661	Arid3b	-0.551614425880767	-0.725503410110751	-0.173888984229985	6.1011871100055	25.9260873769429	1.14238591191812e-08	6.94501398936402e-06	-0.725503410110751	1
ENSMUSG00000030007	Cct7	-0.220652322494336	-0.395422103683651	-0.174769781189315	9.81585756705508	25.7860287117607	1.228114470803e-08	7.0442246758122e-06	-0.395422103683651	0
ENSMUSG00000034118	Tpst1	-0.499854379692521	-0.682052111242912	-0.182197731550391	6.3522868013689	25.7818321607511	1.23078368582152e-08	7.0442246758122e-06	-0.682052111242912	1
ENSMUSG00000022033	Pbk	-0.267307752535363	-0.640577592187593	-0.373269839652231	7.27644461198574	25.7303202812749	1.26404191171986e-08	7.0442246758122e-06	-0.640577592187593	1
ENSMUSG00000031584	Gsr	-0.342318281903714	-0.735886671096478	-0.393568389192765	6.30116490840752	25.5994847932654	1.35276789969295e-08	7.33492691990269e-06	-0.735886671096478	1
ENSMUSG00000029610	Aimp2	-0.256497190835754	-0.547998501511784	-0.29150131067603	6.52308354647837	25.5320878949729	1.40096774042017e-08	7.39637231797619e-06	-0.547998501511784	0
ENSMUSG00000022742	Cpox	0.264965975603648	0.971637495900285	0.706671520296636	5.70738312212877	26.047404308225	1.48157461512816e-08	7.62137177659004e-06	0.971637495900285	1
ENSMUSG00000030060	Hmces	-0.17356706914742	-0.576812614141257	-0.403245544993837	6.0983578099539	25.2419926240815	1.62965193985307e-08	8.09232040763539e-06	-0.576812614141257	0
ENSMUSG00000026109	Tmeff2	-1.66508820033859	-2.54443854106969	-0.879350340731102	3.02060647480364	26.7359574824519	1.68959786528863e-08	8.09232040763539e-06	-2.54443854106969	1
ENSMUSG00000038301	Snx10	-0.660062307300261	-0.898645786400312	-0.23858347910005	4.85376721680888	25.1541641952433	1.70626698896976e-08	8.09232040763539e-06	-0.898645786400312	1
ENSMUSG00000050732	Vamp8	0.856746098094052	1.09894031601687	0.242194217922821	5.84424743689568	26.4804095539392	1.73447202436607e-08	8.09232040763539e-06	1.09894031601687	1
ENSMUSG00000031799	Tpm4	-0.0609539378393207	-0.474434480475454	-0.413480542636134	9.56847013991956	24.9580298085415	1.89113817607501e-08	8.62273047464018e-06	-0.474434480475454	0
ENSMUSG00000037138	Aff3	0.672228186381862	1.17410709888027	0.501878912498403	4.07848380612955	24.8859139245203	1.96422850206635e-08	8.75696715743449e-06	1.17410709888027	1
