seqnames	start	end	width	strand	nWindows	logFC.stage8.IIvsI.up	logFC.stage8.IIvsI.down	logFC.stage8.IIIvsI.up	logFC.stage8.IIIvsI.down	logFC.stage8.IIIvsII.up	logFC.stage8.IIIvsII.down	PValue	FDR	best	logFC.stage8.IIvsI	logFC.stage8.IIIvsI	logFC.stage8.IIIvsII	logCPM
chr1	3649001	3649300	300	*	4	0	4	0	3	2	0	0.0186058416262217	0.459895442889973	26	-10.5274464485305	-0.48872501588694	10.0387214326436	-1.54185486617029
chr1	3671551	3672750	1200	*	22	1	0	0	17	0	13	0.0969974530810006	0.726575481961657	50	0.0277275737809859	-1.2679909252313	-1.29571849901229	0.313231220761418
chr1	3994551	3995100	550	*	9	0	9	0	9	7	1	0.00349973039399838	0.246479382832062	84	-9.91423252941874	-1.1475513487985	8.76668118062024	-1.45409572141552
chr1	4543751	4544900	1150	*	16	1	11	0	15	2	7	0.0280588709733146	0.520593073307981	246	0.522380834291383	-3.52880728550063	-4.05118811979202	-1.57937446261379
chr1	4613301	4613850	550	*	9	1	6	2	2	6	1	0.0286748201511421	0.524086475354742	278	-4.10446134805116	0.639000190800142	4.74346153885131	-1.54785288115844
chr1	4641151	4641350	200	*	2	0	2	0	2	0	0	0.0560674063160067	0.629861592120324	281	-1.66948538331068	-1.56917256074357	0.100312822567109	-1.64190069922838
chr1	4785001	4786350	1350	*	25	0	12	0	14	8	10	0.0112393941965364	0.391321485295073	379	-0.552216247800634	-3.06531116731562	-2.51309491951498	-0.84840746098958
chr1	5020051	5021200	1150	*	21	3	10	0	5	6	4	0.00992252596373806	0.37201096789815	531	0.0858886140216094	-5.66952216288826	-5.75541077690987	-1.41737768807224
chr1	5022551	5023350	800	*	14	0	6	0	14	5	8	0.0970396056197668	0.726575481961657	545	-2.89472253924524	-2.39322512517258	0.50149741407266	-1.49833633097965
chr1	5108051	5109400	1350	*	22	2	15	0	17	5	5	0.0255818953259556	0.504252679917818	582	-0.430472717483964	-1.13694402567	-0.706471308186035	0.8620461258063
chr1	5232901	5233300	400	*	6	0	2	0	3	1	2	0.0749744118965573	0.680337503480983	625	-6.91220713766155	-1.4374396820795	5.47476745558205	-1.41673701308501
chr1	6005751	6006200	450	*	7	0	7	5	0	7	0	0.0425902199931483	0.587870642979399	725	-7.21450534914311	-0.0244599723761183	7.19004537676699	-1.69155940894268
chr1	6282401	6283200	800	*	14	0	3	0	10	1	7	0.016443380122766	0.442364535025107	804	-3.68953511308402	-2.68337612450628	1.00615898857775	-1.57937705142944
chr1	6406101	6406700	600	*	10	0	10	0	7	7	0	0.00896758339743851	0.358852530236872	882	-7.79197742497923	-0.754147909998515	7.03782951498072	-0.842459718937494
chr1	6409951	6410700	750	*	13	0	13	0	7	9	2	0.0718189100065379	0.67308023964363	898	-2.6117449410774	-0.873408826183965	1.73833611489344	-0.858274372475615
chr1	6768451	6769600	1150	*	21	2	8	13	0	20	0	0.0278891327481806	0.519562433066822	1003	0.168827405399004	1.95885626196283	1.79002885656383	-0.608701158480321
chr1	6874001	6874450	450	*	7	0	7	0	7	2	5	0.00419779494713985	0.265919656388423	1016	-6.13844273906331	-2.18267338511199	3.95576935395131	-1.30684916748039
chr1	7020551	7021000	450	*	7	0	7	0	7	1	1	0.0184498843976505	0.45871714109402	1046	-2.123005674136	-1.64244768642898	0.480557987707013	-1.45663892379149
chr1	7206001	7207350	1350	*	25	0	12	0	20	8	14	0.00140387583805246	0.164798121695582	1133	0.0793668343508148	-3.14644714667498	-3.2258139810258	-0.468238523549506
chr1	9299251	9300300	1050	*	19	0	16	0	13	8	1	0.0114070207220146	0.393633210013287	1316	-2.51468972763184	-0.459341322257766	2.05534840537407	-0.543106810710012
chr1	9545701	9546700	1000	*	18	0	7	4	5	11	1	0.00784489150116987	0.340700208665066	1410	-6.83335942336193	-0.726397909423638	6.10696151393829	-0.776670439722973
chr1	9547851	9549250	1400	*	26	0	16	0	6	15	4	0.0669291298423956	0.65837873880966	1436	-7.51494397408922	-0.00717331051539861	7.50777066357382	-1.4121272900611
chr1	9564501	9564850	350	*	5	0	4	0	5	2	3	0.0187295393502262	0.461139312295403	1442	-14.6483374583511	-1.79794463901002	12.850392819341	-1.5292421581827
chr1	9578301	9579600	1300	*	24	3	11	20	0	24	0	0.0364080077069783	0.562445641848938	1486	0.908422266828177	2.06451496498234	1.15609269815416	-0.679246073037079
chr1	9908451	9909150	700	*	12	1	0	0	12	0	12	0.0634039262075436	0.648244547725629	1863	0.407860315236057	-1.83435186915235	-2.24221218438841	-0.984727348390692
chr1	9943751	9944800	1050	*	19	0	11	0	5	9	1	0.0142935646903605	0.422626859455994	1959	-3.08986977789924	-0.668250395802321	2.42161938209692	0.0268277399683392
chr1	10115601	10116450	850	*	15	0	9	0	10	2	5	0.0259061989354001	0.505656509747204	2141	-1.00558111082818	-2.66468529746835	-1.65910418664016	-1.30619773467874
chr1	10139401	10139950	550	*	8	0	8	0	8	6	0	0.0158920665560992	0.437985410234926	2148	-12.8724009236512	-1.2350703886904	11.6373305349609	-1.69496985271643
chr1	10348451	10349100	650	*	10	0	10	0	1	10	0	0.0212116573754564	0.479288652884708	2247	-4.21506923157758	0.0923252312296469	4.30739446280723	-1.58203236386908
chr1	10879951	10880650	700	*	12	8	3	8	0	3	4	0.0403900062297973	0.578676869998192	2331	2.27226365452399	1.5030123619802	-0.769251292543791	-1.01097898971247
chr1	11065251	11065550	300	*	4	0	2	0	3	2	0	0.0306033704297858	0.535399509327168	2411	-13.31507733431	-1.16153367813478	12.1535436561752	-1.67617205070911
chr1	11097301	11097650	350	*	5	0	4	0	5	0	5	0.00337129259764645	0.24222481757723	2420	-2.57723626345387	-3.68132261670086	-1.10408635324699	-1.29094084278877
chr1	11340651	11341200	550	*	9	0	9	0	9	2	1	0.00494054819694725	0.283647918695865	2484	-2.39801219910545	-1.98048181626227	0.41753038284318	-1.25566205945057
chr1	12437501	12438550	1050	*	19	4	8	16	0	15	0	0.0506458976758151	0.614722804776842	2574	-1.19098919188221	1.96870499564147	3.15969418752367	-1.44040646642024
chr1	12510201	12511100	900	*	15	1	11	0	12	8	2	0.00169980434491059	0.179732717393848	2606	-3.51909361103719	-2.91885104887362	0.600242562163563	-1.10975870354811
chr1	12689451	12690500	1050	*	19	1	3	0	15	1	12	0.0945459561030673	0.723194583090446	2657	0.0539110737893761	-1.93790470794303	-1.99181578173241	-0.569195050236084
chr1	12748201	12748950	750	*	13	0	13	4	2	13	0	0.0651536015850907	0.652937046754986	2777	-6.26913696188529	-0.601214107914453	5.66792285397084	-1.66209001485341
chr1	12790501	12790900	400	*	6	4	0	3	0	1	4	0.0122373940065177	0.402329676586227	2855	2.82003203853721	1.41545813961335	-1.40457389892386	-1.50718191827358
chr1	12814151	12814800	650	*	11	8	0	1	4	0	7	0.0404082478169352	0.57873417788113	2918	1.54078152056249	-1.66593533374801	-3.20671685431049	-1.53353214841176
chr1	12864901	12865750	850	*	15	0	11	0	7	3	3	0.0020248449438632	0.195258067840988	3028	-3.32098974151022	-2.73762625822708	0.58336348328314	-1.10664603936102
chr1	12992101	12993200	1100	*	20	1	0	0	19	0	20	0.0208191571083944	0.476261733054958	3095	0.253144976645829	-1.09792580667182	-1.35107078331765	0.742442992062962
chr1	13004951	13005350	400	*	6	4	0	4	0	1	4	0.0611034370264522	0.642747786415442	3112	2.43590757341936	0.707464779458863	-1.7284427939605	-1.69671878650422
chr1	13235101	13235750	650	*	11	2	6	0	9	1	8	0.00155271534127141	0.172201839973479	3358	-16.1386759596712	-2.12890757082722	14.009768388844	-1.69332223255087
chr1	13255301	13255450	150	*	1	0	1	1	0	1	0	0.00399106683840199	0.260596468061383	3400	-2.36519791583161	1.48495619999073	3.85015411582234	-1.6847558821474
chr1	13290951	13291900	950	*	16	0	13	0	16	5	5	0.0599965336342735	0.640056542269925	3445	-2.71002118209539	-1.48346616818873	1.22655501390666	-0.970496491889261
chr1	13314101	13315200	1100	*	20	1	10	0	14	2	10	0.0443551473055824	0.594970108503846	3469	-1.05708052576394	-3.2679956971791	-2.21091517141516	-1.47558181491163
chr1	13331851	13332950	1100	*	16	0	13	0	7	9	1	0.0864614150859336	0.706921318852461	3491	-5.50184003331077	-1.25094793587253	4.25089209743824	-1.53479953863538
chr1	13468001	13468600	600	*	9	5	1	3	0	2	4	0.00910948259331453	0.360600574228243	3637	-21.7062549550616	0.307501097376911	22.0137560524385	-1.6243508347298
chr1	13784951	13785100	150	*	1	0	1	1	0	1	0	0.059228742232307	0.637752285444005	3797	-2.68502746549278	0.74173266280604	3.42676012829882	-1.68613226348869
chr1	13828851	13829850	1000	*	17	3	8	10	0	11	2	0.00392081627594751	0.258720100170921	3844	-0.58882269274555	1.13984269197968	1.72866538472523	0.491132693585813
chr1	13835101	13836000	900	*	13	0	8	7	2	11	0	0.0334026198506887	0.549764381314431	3861	-4.07118749911764	1.42641486315321	5.49760236227085	-1.5293755493663
chr1	13991701	13992950	1250	*	23	1	15	13	0	20	0	0.0579785316102795	0.634585433560103	3935	-2.32640231932984	1.28589885756888	3.61230117689873	-0.622558664217464
